"iso","iso3","country","year","event_type","event_count","population","imr","gdp","polity","fuel_export","precious_export","arrable_land","population_density","primary_commodities_export","gdp_growth","ef_index","mean_years_of_schooling"
12,"DZA","Algeria",2001,"Riots",95,31451.514,33.62,1742.73443969786,-3,1.8692303574E7,877.912,7583.0,13.2052671576243,1.879154959E7,3.0084,0.358,6.1
12,"DZA","Algeria",2001,"Strategic developments",1,31451.514,33.62,1742.73443969786,-3,1.8692303574E7,877.912,7583.0,13.2052671576243,1.879154959E7,3.0084,0.358,6.1
12,"DZA","Algeria",2001,"Violence against civilians",47,31451.514,33.62,1742.73443969786,-3,1.8692303574E7,877.912,7583.0,13.2052671576243,1.879154959E7,3.0084,0.358,6.1
12,"DZA","Algeria",2002,"Battles",99,31855.109,33.62,1775.87526803228,-3,1.8239671063E7,0.817,7547.0,13.3747218420147,1.836666177E7,5.60932,0.359,6.3
12,"DZA","Algeria",2002,"Explosions/Remote violence",37,31855.109,33.62,1775.87526803228,-3,1.8239671063E7,0.817,7547.0,13.3747218420147,1.836666177E7,5.60932,0.359,6.3
12,"DZA","Algeria",2002,"Protests",12,31855.109,33.62,1775.87526803228,-3,1.8239671063E7,0.817,7547.0,13.3747218420147,1.836666177E7,5.60932,0.359,6.3
12,"DZA","Algeria",2002,"Riots",41,31855.109,33.62,1775.87526803228,-3,1.8239671063E7,0.817,7547.0,13.3747218420147,1.836666177E7,5.60932,0.359,6.3
12,"DZA","Algeria",2002,"Strategic developments",7,31855.109,33.62,1775.87526803228,-3,1.8239671063E7,0.817,7547.0,13.3747218420147,1.836666177E7,5.60932,0.359,6.3
12,"DZA","Algeria",2002,"Violence against civilians",72,31855.109,33.62,1775.87526803228,-3,1.8239671063E7,0.817,7547.0,13.3747218420147,1.836666177E7,5.60932,0.359,6.3
12,"DZA","Algeria",2003,"Battles",91,32264.157,33.62,2094.33617681175,-3,2.4170900154E7,955.363,7503.7,13.5464656091765,2.432281662E7,7.20187,0.36,6.5
12,"DZA","Algeria",2003,"Explosions/Remote violence",18,32264.157,33.62,2094.33617681175,-3,2.4170900154E7,955.363,7503.7,13.5464656091765,2.432281662E7,7.20187,0.36,6.5
12,"DZA","Algeria",2003,"Protests",28,32264.157,33.62,2094.33617681175,-3,2.4170900154E7,955.363,7503.7,13.5464656091765,2.432281662E7,7.20187,0.36,6.5
12,"DZA","Algeria",2003,"Riots",25,32264.157,33.62,2094.33617681175,-3,2.4170900154E7,955.363,7503.7,13.5464656091765,2.432281662E7,7.20187,0.36,6.5
12,"DZA","Algeria",2003,"Strategic developments",1,32264.157,33.62,2094.33617681175,-3,2.4170900154E7,955.363,7503.7,13.5464656091765,2.432281662E7,7.20187,0.36,6.5
12,"DZA","Algeria",2003,"Violence against civilians",45,32264.157,33.62,2094.33617681175,-3,2.4170900154E7,955.363,7503.7,13.5464656091765,2.432281662E7,7.20187,0.36,6.5
12,"DZA","Algeria",2004,"Battles",52,32692.163,33.62,2599.13704423968,2,3.1485970161E7,11.589,7493.0,13.7261636450662,3.1684366E7,4.30162,0.361,6.7
12,"DZA","Algeria",2004,"Explosions/Remote violence",14,32692.163,33.62,2599.13704423968,2,3.1485970161E7,11.589,7493.0,13.7261636450662,3.1684366E7,4.30162,0.361,6.7
12,"DZA","Algeria",2004,"Protests",12,32692.163,33.62,2599.13704423968,2,3.1485970161E7,11.589,7493.0,13.7261636450662,3.1684366E7,4.30162,0.361,6.7
12,"DZA","Algeria",2004,"Riots",41,32692.163,33.62,2599.13704423968,2,3.1485970161E7,11.589,7493.0,13.7261636450662,3.1684366E7,4.30162,0.361,6.7
12,"DZA","Algeria",2004,"Strategic developments",1,32692.163,33.62,2599.13704423968,2,3.1485970161E7,11.589,7493.0,13.7261636450662,3.1684366E7,4.30162,0.361,6.7
12,"DZA","Algeria",2004,"Violence against civilians",22,32692.163,33.62,2599.13704423968,2,3.1485970161E7,11.589,7493.0,13.7261636450662,3.1684366E7,4.30162,0.361,6.7
12,"DZA","Algeria",2005,"Battles",50,33149.724,33.62,3100.12200534784,2,4.5264246598E7,6.182,7511.0,13.9182782335603,4.556260966E7,5.90779,0.362,6.9
12,"DZA","Algeria",2005,"Explosions/Remote violence",18,33149.724,33.62,3100.12200534784,2,4.5264246598E7,6.182,7511.0,13.9182782335603,4.556260966E7,5.90779,0.362,6.9
12,"DZA","Algeria",2005,"Protests",6,33149.724,33.62,3100.12200534784,2,4.5264246598E7,6.182,7511.0,13.9182782335603,4.556260966E7,5.90779,0.362,6.9
12,"DZA","Algeria",2005,"Riots",19,33149.724,33.62,3100.12200534784,2,4.5264246598E7,6.182,7511.0,13.9182782335603,4.556260966E7,5.90779,0.362,6.9
12,"DZA","Algeria",2005,"Strategic developments",5,33149.724,33.62,3100.12200534784,2,4.5264246598E7,6.182,7511.0,13.9182782335603,4.556260966E7,5.90779,0.362,6.9
12,"DZA","Algeria",2005,"Violence against civilians",10,33149.724,33.62,3100.12200534784,2,4.5264246598E7,6.182,7511.0,13.9182782335603,4.556260966E7,5.90779,0.362,6.9
12,"DZA","Algeria",2006,"Battles",98,33641.002,29.398,3464.60928506993,2,5.3549474407E7,3659.148,7470.0,14.1245505386818,5.403502563E7,1.68449,0.364,7.0
12,"DZA","Algeria",2006,"Explosions/Remote violence",48,33641.002,29.398,3464.60928506993,2,5.3549474407E7,3659.148,7470.0,14.1245505386818,5.403502563E7,1.68449,0.364,7.0
12,"DZA","Algeria",2006,"Protests",7,33641.002,29.398,3464.60928506993,2,5.3549474407E7,3659.148,7470.0,14.1245505386818,5.403502563E7,1.68449,0.364,7.0
12,"DZA","Algeria",2006,"Riots",10,33641.002,29.398,3464.60928506993,2,5.3549474407E7,3659.148,7470.0,14.1245505386818,5.403502563E7,1.68449,0.364,7.0
12,"DZA","Algeria",2006,"Strategic developments",2,33641.002,29.398,3464.60928506993,2,5.3549474407E7,3659.148,7470.0,14.1245505386818,5.403502563E7,1.68449,0.364,7.0
12,"DZA","Algeria",2006,"Violence against civilians",32,33641.002,29.398,3464.60928506993,2,5.3549474407E7,3659.148,7470.0,14.1245505386818,5.403502563E7,1.68449,0.364,7.0
12,"DZA","Algeria",2007,"Battles",174,34166.972,29.398,3935.18336217152,2,5.9187576712E7,1607.063,7469.0,14.3453844668184,5.959518261E7,3.37288,0.365,7.2
12,"DZA","Algeria",2007,"Explosions/Remote violence",113,34166.972,29.398,3935.18336217152,2,5.9187576712E7,1607.063,7469.0,14.3453844668184,5.959518261E7,3.37288,0.365,7.2
12,"DZA","Algeria",2007,"Protests",2,34166.972,29.398,3935.18336217152,2,5.9187576712E7,1607.063,7469.0,14.3453844668184,5.959518261E7,3.37288,0.365,7.2
12,"DZA","Algeria",2007,"Riots",2,34166.972,29.398,3935.18336217152,2,5.9187576712E7,1607.063,7469.0,14.3453844668184,5.959518261E7,3.37288,0.365,7.2
12,"DZA","Algeria",2007,"Strategic developments",5,34166.972,29.398,3935.18336217152,2,5.9187576712E7,1607.063,7469.0,14.3453844668184,5.959518261E7,3.37288,0.365,7.2
12,"DZA","Algeria",2007,"Violence against civilians",11,34166.972,29.398,3935.18336217152,2,5.9187576712E7,1607.063,7469.0,14.3453844668184,5.959518261E7,3.37288,0.365,7.2
12,"DZA","Algeria",2008,"Battles",103,34730.608,29.398,4905.25487313579,2,7.7822470394E7,15760.631,7489.0,14.5820299444944,7.84566234E7,2.36013,0.366,6.7
12,"DZA","Algeria",2008,"Explosions/Remote violence",66,34730.608,29.398,4905.25487313579,2,7.7822470394E7,15760.631,7489.0,14.5820299444944,7.84566234E7,2.36013,0.366,6.7
12,"DZA","Algeria",2008,"Protests",9,34730.608,29.398,4905.25487313579,2,7.7822470394E7,15760.631,7489.0,14.5820299444944,7.84566234E7,2.36013,0.366,6.7
12,"DZA","Algeria",2008,"Riots",11,34730.608,29.398,4905.25487313579,2,7.7822470394E7,15760.631,7489.0,14.5820299444944,7.84566234E7,2.36013,0.366,6.7
12,"DZA","Algeria",2008,"Strategic developments",11,34730.608,29.398,4905.25487313579,2,7.7822470394E7,15760.631,7489.0,14.5820299444944,7.84566234E7,2.36013,0.366,6.7
12,"DZA","Algeria",2008,"Violence against civilians",18,34730.608,29.398,4905.25487313579,2,7.7822470394E7,15760.631,7489.0,14.5820299444944,7.84566234E7,2.36013,0.366,6.7
12,"DZA","Algeria",2009,"Battles",120,35333.881,29.398,3868.83034286615,2,4.4443034602E7,26399.643,7493.0,14.8353229151797,4.477527459E7,1.63224,0.367,6.9
12,"DZA","Algeria",2009,"Explosions/Remote violence",53,35333.881,29.398,3868.83034286615,2,4.4443034602E7,26399.643,7493.0,14.8353229151797,4.477527459E7,1.63224,0.367,6.9
12,"DZA","Algeria",2009,"Protests",12,35333.881,29.398,3868.83034286615,2,4.4443034602E7,26399.643,7493.0,14.8353229151797,4.477527459E7,1.63224,0.367,6.9
12,"DZA","Algeria",2009,"Riots",17,35333.881,29.398,3868.83034286615,2,4.4443034602E7,26399.643,7493.0,14.8353229151797,4.477527459E7,1.63224,0.367,6.9
12,"DZA","Algeria",2009,"Strategic developments",31,35333.881,29.398,3868.83034286615,2,4.4443034602E7,26399.643,7493.0,14.8353229151797,4.477527459E7,1.63224,0.367,6.9
12,"DZA","Algeria",2009,"Violence against civilians",6,35333.881,29.398,3868.83034286615,2,4.4443034602E7,26399.643,7493.0,14.8353229151797,4.477527459E7,1.63224,0.367,6.9
12,"DZA","Algeria",2010,"Battles",62,35977.455,29.398,4463.39568007883,2,5.6087312993E7,8187.608,7502.0,15.1055325098457,5.658231682E7,3.63415,0.368,7.1
12,"DZA","Algeria",2010,"Explosions/Remote violence",35,35977.455,29.398,4463.39568007883,2,5.6087312993E7,8187.608,7502.0,15.1055325098457,5.658231682E7,3.63415,0.368,7.1
12,"DZA","Algeria",2010,"Protests",8,35977.455,29.398,4463.39568007883,2,5.6087312993E7,8187.608,7502.0,15.1055325098457,5.658231682E7,3.63415,0.368,7.1
12,"DZA","Algeria",2010,"Riots",10,35977.455,29.398,4463.39568007883,2,5.6087312993E7,8187.608,7502.0,15.1055325098457,5.658231682E7,3.63415,0.368,7.1
12,"DZA","Algeria",2010,"Strategic developments",4,35977.455,29.398,4463.39568007883,2,5.6087312993E7,8187.608,7502.0,15.1055325098457,5.658231682E7,3.63415,0.368,7.1
12,"DZA","Algeria",2010,"Violence against civilians",8,35977.455,29.398,4463.39568007883,2,5.6087312993E7,8187.608,7502.0,15.1055325098457,5.658231682E7,3.63415,0.368,7.1
12,"DZA","Algeria",2011,"Battles",79,36661.445,24.94,5432.41456111444,2,7.2212361512E7,882.773,7502.0,15.3927120508536,7.27770252E7,2.89187,0.37,7.4
12,"DZA","Algeria",2011,"Explosions/Remote violence",45,36661.445,24.94,5432.41456111444,2,7.2212361512E7,882.773,7502.0,15.3927120508536,7.27770252E7,2.89187,0.37,7.4
12,"DZA","Algeria",2011,"Protests",90,36661.445,24.94,5432.41456111444,2,7.2212361512E7,882.773,7502.0,15.3927120508536,7.27770252E7,2.89187,0.37,7.4
12,"DZA","Algeria",2011,"Riots",124,36661.445,24.94,5432.41456111444,2,7.2212361512E7,882.773,7502.0,15.3927120508536,7.27770252E7,2.89187,0.37,7.4
12,"DZA","Algeria",2011,"Strategic developments",2,36661.445,24.94,5432.41456111444,2,7.2212361512E7,882.773,7502.0,15.3927120508536,7.27770252E7,2.89187,0.37,7.4
12,"DZA","Algeria",2011,"Violence against civilians",15,36661.445,24.94,5432.41456111444,2,7.2212361512E7,882.773,7502.0,15.3927120508536,7.27770252E7,2.89187,0.37,7.4
12,"DZA","Algeria",2012,"Battles",72,37383.895,24.94,5565.13694787676,2,7.0716188574E7,5.16,7506.5,15.6960453282054,7.122000188E7,3.37477,0.371,7.6
12,"DZA","Algeria",2012,"Explosions/Remote violence",32,37383.895,24.94,5565.13694787676,2,7.0716188574E7,5.16,7506.5,15.6960453282054,7.122000188E7,3.37477,0.371,7.6
12,"DZA","Algeria",2012,"Protests",60,37383.895,24.94,5565.13694787676,2,7.0716188574E7,5.16,7506.5,15.6960453282054,7.122000188E7,3.37477,0.371,7.6
12,"DZA","Algeria",2012,"Riots",20,37383.895,24.94,5565.13694787676,2,7.0716188574E7,5.16,7506.5,15.6960453282054,7.122000188E7,3.37477,0.371,7.6
12,"DZA","Algeria",2012,"Strategic developments",17,37383.895,24.94,5565.13694787676,2,7.0716188574E7,5.16,7506.5,15.6960453282054,7.122000188E7,3.37477,0.371,7.6
12,"DZA","Algeria",2012,"Violence against civilians",8,37383.895,24.94,5565.13694787676,2,7.0716188574E7,5.16,7506.5,15.6960453282054,7.122000188E7,3.37477,0.371,7.6
12,"DZA","Algeria",2013,"Battles",81,38140.133,24.94,5471.12338878709,2,6.4902417477E7,0.019,7496.2,16.0135594145457,6.542603188E7,2.76764,0.372,7.8
12,"DZA","Algeria",2013,"Explosions/Remote violence",26,38140.133,24.94,5471.12338878709,2,6.4902417477E7,0.019,7496.2,16.0135594145457,6.542603188E7,2.76764,0.372,7.8
12,"DZA","Algeria",2013,"Protests",105,38140.133,24.94,5471.12338878709,2,6.4902417477E7,0.019,7496.2,16.0135594145457,6.542603188E7,2.76764,0.372,7.8
12,"DZA","Algeria",2013,"Riots",26,38140.133,24.94,5471.12338878709,2,6.4902417477E7,0.019,7496.2,16.0135594145457,6.542603188E7,2.76764,0.372,7.8
12,"DZA","Algeria",2013,"Strategic developments",15,38140.133,24.94,5471.12338878709,2,6.4902417477E7,0.019,7496.2,16.0135594145457,6.542603188E7,2.76764,0.372,7.8
12,"DZA","Algeria",2013,"Violence against civilians",13,38140.133,24.94,5471.12338878709,2,6.4902417477E7,0.019,7496.2,16.0135594145457,6.542603188E7,2.76764,0.372,7.8
12,"DZA","Algeria",2014,"Battles",76,38923.692,24.94,5466.42467948878,2,5.8713983982E7,0.664,7469.4,16.3425428468263,5.915954835E7,3.78912,0.3678031674207969,7.9
12,"DZA","Algeria",2014,"Explosions/Remote violence",7,38923.692,24.94,5466.42467948878,2,5.8713983982E7,0.664,7469.4,16.3425428468263,5.915954835E7,3.78912,0.3678031674207969,7.9
12,"DZA","Algeria",2014,"Protests",126,38923.692,24.94,5466.42467948878,2,5.8713983982E7,0.664,7469.4,16.3425428468263,5.915954835E7,3.78912,0.3678031674207969,7.9
12,"DZA","Algeria",2014,"Riots",49,38923.692,24.94,5466.42467948878,2,5.8713983982E7,0.664,7469.4,16.3425428468263,5.915954835E7,3.78912,0.3678031674207969,7.9
12,"DZA","Algeria",2014,"Strategic developments",13,38923.692,24.94,5466.42467948878,2,5.8713983982E7,0.664,7469.4,16.3425428468263,5.915954835E7,3.78912,0.3678031674207969,7.9
12,"DZA","Algeria",2014,"Violence against civilians",11,38923.692,24.94,5466.42467948878,2,5.8713983982E7,0.664,7469.4,16.3425428468263,5.915954835E7,3.78912,0.3678031674207969,7.9
12,"DZA","Algeria",2015,"Battles",60,39728.025,24.94,4162.85080246738,2,3.3348366569E7,0.151,7462.1,16.6802505731104,3.370296608E7,3.76347,0.3685823870912479,7.9
12,"DZA","Algeria",2015,"Explosions/Remote violence",3,39728.025,24.94,4162.85080246738,2,3.3348366569E7,0.151,7462.1,16.6802505731104,3.370296608E7,3.76347,0.3685823870912479,7.9
12,"DZA","Algeria",2015,"Protests",240,39728.025,24.94,4162.85080246738,2,3.3348366569E7,0.151,7462.1,16.6802505731104,3.370296608E7,3.76347,0.3685823870912479,7.9
12,"DZA","Algeria",2015,"Riots",38,39728.025,24.94,4162.85080246738,2,3.3348366569E7,0.151,7462.1,16.6802505731104,3.370296608E7,3.76347,0.3685823870912479,7.9
12,"DZA","Algeria",2015,"Strategic developments",12,39728.025,24.94,4162.85080246738,2,3.3348366569E7,0.151,7462.1,16.6802505731104,3.370296608E7,3.76347,0.3685823870912479,7.9
12,"DZA","Algeria",2015,"Violence against civilians",3,39728.025,24.94,4162.85080246738,2,3.3348366569E7,0.151,7462.1,16.6802505731104,3.370296608E7,3.76347,0.3685823870912479,7.9
12,"DZA","Algeria",2016,"Battles",48,40551.392,21.243,3943.49884091007,2,2.858578956E7,,7404.2,17.0259549740946,2.900258848E7,3.3,0.3693616067616987,8.0
12,"DZA","Algeria",2016,"Explosions/Remote violence",4,40551.392,21.243,3943.49884091007,2,2.858578956E7,,7404.2,17.0259549740946,2.900258848E7,3.3,0.3693616067616987,8.0
12,"DZA","Algeria",2016,"Protests",233,40551.392,21.243,3943.49884091007,2,2.858578956E7,,7404.2,17.0259549740946,2.900258848E7,3.3,0.3693616067616987,8.0
12,"DZA","Algeria",2016,"Riots",43,40551.392,21.243,3943.49884091007,2,2.858578956E7,,7404.2,17.0259549740946,2.900258848E7,3.3,0.3693616067616987,8.0
12,"DZA","Algeria",2016,"Strategic developments",24,40551.392,21.243,3943.49884091007,2,2.858578956E7,,7404.2,17.0259549740946,2.900258848E7,3.3,0.3693616067616987,8.0
12,"DZA","Algeria",2016,"Violence against civilians",4,40551.392,21.243,3943.49884091007,2,2.858578956E7,,7404.2,17.0259549740946,2.900258848E7,3.3,0.3693616067616987,8.0
12,"DZA","Algeria",2017,"Battles",45,41389.189,21.243,4055.24658024295,2,3.3822732722E7,1.1,7470.81,17.3777045353397,3.425105658E7,1.6,0.37014082643214974,8.0
12,"DZA","Algeria",2017,"Explosions/Remote violence",14,41389.189,21.243,4055.24658024295,2,3.3822732722E7,1.1,7470.81,17.3777045353397,3.425105658E7,1.6,0.37014082643214974,8.0
12,"DZA","Algeria",2017,"Protests",360,41389.189,21.243,4055.24658024295,2,3.3822732722E7,1.1,7470.81,17.3777045353397,3.425105658E7,1.6,0.37014082643214974,8.0
12,"DZA","Algeria",2017,"Riots",97,41389.189,21.243,4055.24658024295,2,3.3822732722E7,1.1,7470.81,17.3777045353397,3.425105658E7,1.6,0.37014082643214974,8.0
12,"DZA","Algeria",2017,"Strategic developments",4,41389.189,21.243,4055.24658024295,2,3.3822732722E7,1.1,7470.81,17.3777045353397,3.425105658E7,1.6,0.37014082643214974,8.0
12,"DZA","Algeria",2017,"Violence against civilians",19,41389.189,21.243,4055.24658024295,2,3.3822732722E7,1.1,7470.81,17.3777045353397,3.425105658E7,1.6,0.37014082643214974,8.0
24,"AGO","Angola",1997,"Battles",166,14871.57,142.138,677.765493660951,-3,4566082.0,348792.0,3000.0,11.9287494986765,4628544.0,7.27428,0.776,4.4
24,"AGO","Angola",1997,"Explosions/Remote violence",0,14871.57,142.138,677.765493660951,-3,4566082.0,348792.0,3000.0,11.9287494986765,4628544.0,7.27428,0.776,4.4
24,"AGO","Angola",1997,"Protests",42,14871.57,142.138,677.765493660951,-3,4566082.0,348792.0,3000.0,11.9287494986765,4628544.0,7.27428,0.776,4.4
24,"AGO","Angola",1997,"Riots",2,14871.57,142.138,677.765493660951,-3,4566082.0,348792.0,3000.0,11.9287494986765,4628544.0,7.27428,0.776,4.4
24,"AGO","Angola",1997,"Strategic developments",3,14871.57,142.138,677.765493660951,-3,4566082.0,348792.0,3000.0,11.9287494986765,4628544.0,7.27428,0.776,4.4
24,"AGO","Angola",1997,"Violence against civilians",51,14871.57,142.138,677.765493660951,-3,4566082.0,348792.0,3000.0,11.9287494986765,4628544.0,7.27428,0.776,4.4
24,"AGO","Angola",1998,"Battles",327,15359.601,142.138,555.831465400237,-3,3113487.0,354563.0,3000.0,12.3202053421032,3160918.0,4.69115,0.776,4.4
24,"AGO","Angola",1998,"Explosions/Remote violence",23,15359.601,142.138,555.831465400237,-3,3113487.0,354563.0,3000.0,12.3202053421032,3160918.0,4.69115,0.776,4.4
24,"AGO","Angola",1998,"Protests",3,15359.601,142.138,555.831465400237,-3,3113487.0,354563.0,3000.0,12.3202053421032,3160918.0,4.69115,0.776,4.4
24,"AGO","Angola",1998,"Riots",0,15359.601,142.138,555.831465400237,-3,3113487.0,354563.0,3000.0,12.3202053421032,3160918.0,4.69115,0.776,4.4
24,"AGO","Angola",1998,"Strategic developments",62,15359.601,142.138,555.831465400237,-3,3113487.0,354563.0,3000.0,12.3202053421032,3160918.0,4.69115,0.776,4.4
24,"AGO","Angola",1998,"Violence against civilians",104,15359.601,142.138,555.831465400237,-3,3113487.0,354563.0,3000.0,12.3202053421032,3160918.0,4.69115,0.776,4.4
24,"AGO","Angola",1999,"Battles",1185,15866.869,142.138,515.818858464094,-3,4659096.0,662453.0,3000.0,12.7270963343226,4709882.0,2.18149,0.776,4.4
24,"AGO","Angola",1999,"Explosions/Remote violence",45,15866.869,142.138,515.818858464094,-3,4659096.0,662453.0,3000.0,12.7270963343226,4709882.0,2.18149,0.776,4.4
24,"AGO","Angola",1999,"Protests",14,15866.869,142.138,515.818858464094,-3,4659096.0,662453.0,3000.0,12.7270963343226,4709882.0,2.18149,0.776,4.4
24,"AGO","Angola",1999,"Riots",0,15866.869,142.138,515.818858464094,-3,4659096.0,662453.0,3000.0,12.7270963343226,4709882.0,2.18149,0.776,4.4
24,"AGO","Angola",1999,"Strategic developments",48,15866.869,142.138,515.818858464094,-3,4659096.0,662453.0,3000.0,12.7270963343226,4709882.0,2.18149,0.776,4.4
24,"AGO","Angola",1999,"Violence against civilians",92,15866.869,142.138,515.818858464094,-3,4659096.0,662453.0,3000.0,12.7270963343226,4709882.0,2.18149,0.776,4.4
24,"AGO","Angola",2000,"Battles",231,16395.473,142.138,742.498084233478,-3,7014684.0,618348.0,3000.0,13.1511005053341,7067375.0,3.05462,0.776,4.4
24,"AGO","Angola",2000,"Explosions/Remote violence",6,16395.473,142.138,742.498084233478,-3,7014684.0,618348.0,3000.0,13.1511005053341,7067375.0,3.05462,0.776,4.4
24,"AGO","Angola",2000,"Protests",7,16395.473,142.138,742.498084233478,-3,7014684.0,618348.0,3000.0,13.1511005053341,7067375.0,3.05462,0.776,4.4
24,"AGO","Angola",2000,"Riots",0,16395.473,142.138,742.498084233478,-3,7014684.0,618348.0,3000.0,13.1511005053341,7067375.0,3.05462,0.776,4.4
24,"AGO","Angola",2000,"Strategic developments",24,16395.473,142.138,742.498084233478,-3,7014684.0,618348.0,3000.0,13.1511005053341,7067375.0,3.05462,0.776,4.4
24,"AGO","Angola",2000,"Violence against civilians",73,16395.473,142.138,742.498084233478,-3,7014684.0,618348.0,3000.0,13.1511005053341,7067375.0,3.05462,0.776,4.4
24,"AGO","Angola",2001,"Battles",185,16945.753,128.76,703.551439147393,-3,5737850.0,563974.0,3000.0,13.5924865645304,5795306.0,4.206,0.777,4.4
24,"AGO","Angola",2001,"Explosions/Remote violence",4,16945.753,128.76,703.551439147393,-3,5737850.0,563974.0,3000.0,13.5924865645304,5795306.0,4.206,0.777,4.4
24,"AGO","Angola",2001,"Protests",5,16945.753,128.76,703.551439147393,-3,5737850.0,563974.0,3000.0,13.5924865645304,5795306.0,4.206,0.777,4.4
